content,ground
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,1
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Rất đáng tiền,0
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền khách hàng rất hài lòng,1
Shop phục vụ rất tốt ạ ❤️,1
Shop phục vụ rất tốt .Thời gian giao hàng rất nhanh.,1
"Shop phục vụ rất tốt 
Vải đẹp thời gian giao hàng nhanh chất lượng tuyệt vời",1
Shop phục vụ rất tốt - Chất lượng sản phẩm tuyệt vời,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,0
Shop phuc vu rất tot,1
"Shop phục vụ rất tệ, giao hàng thiếu nhắn tin thì không trả lời, hộp thun 23k không đáng bao nhiêu nhưng cũng là tiền, ít ra cũng phải trả lời để cho ngta biết như thế nào, đằng này thì im re, còn muỗng thì bị bể 1 mảng làm sao e bé ăn dc đây trời",0
Shop phục vụ rất kém.áo ko đẹp như hình,0
Shop phục vụ rất kém.,0
"Shop phục vụ rất kém,đóng hàng sai ,tự ý đổi màu sp,mình mua 1 quần 1 áo xanh rêu,1 áo hồng,shop tự ý gửi 2 cái áo màu vàng ,khi nt cho shop thì bị xóa đơn hàng",0
"Shop phục vụ rất kém, Thái độ dv kém",0
"Shop phục vụ rất kém, hàng trước khi giao bị dơ bẩn, shop k kiểm tra hàng trước khi giao khách. phản hồi thì bên phía shop không 1 lời giải thích. làm ăn phải chữ tín chứ đừng vì lợi nhuận nhỏ nhoi mà xem thường khách hàng",0
"Shop phục vụ rất kém, ghi chi tiết áo size m (49-53 kg) mà m 50kg mặc còn rộg",0
"Shop phục vụ rất kém, đặt hàng màu này giao màu khác",0
"Shop phục vụ rất kém, đã giao hàng sai cho khách, hứa giao lại, ko thấy giao lại, đành phải hoàn hàng trên shopee, shop ko có thiện chí hợp tác để bên mình sớm nhận đk tiền, nếu ko kiên trì gọi lên shopee và ko biết quy định của shopee thì chắc đành nhận số hàng giao sai rồi",0
"Shop phục vụ rất kém, cố tình gửi sai hàng cho khách, bán hàng ko tâm đức",0
"Shop phục vụ rất kém, Chất lượng sản phẩm rất kém, Kh rep tin nhắm khách hàng khi hàng lỗi và muốn đổi lại 😡😡 Mong shop thấy và rep tin nhắn mình",0
"Shop phục vụ rất kém, Chất lượng sản phẩm rất kém",0
Shop phục vụ rất kém Thời gian giao hàng rất chậm Rất không đáng tiền,0
Shop phục vụ rất kém Thời gian giao hàng rất chậm,0
Shop phục vụ rất kém Thời gian giao hàng rất chậm,0
Shop phục vụ rất kém Shop phục vụ rất kém Rất không đáng tiền,0
Shop phục vụ rất kém Shop phục vụ rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,0
Shop phục vụ rất kém Shop phục vụ rất kém,0
Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền Thời gian giao hàng rất chậm,0
Shop phục vụ rất kém Rất không đáng tiền,0
Shop phục vụ rất kém Rất không đáng tiền,0
Shop phục vụ rất kém m báo size m lại gửi sz s nt với shop mà ko trả lời.m đành bỏ xó cái quần vì ko ních vừa,0
Shop phục vụ rất kém hết hàng nhưng không báo lại đến khi hỏi thì bảo là hoàn lại tiền nhưng chỉ nói cho có tiền không thấy đâu 4 chục bạc mất cả uy tín áo thì rộng thênh thang cái nào cũng thế ctrai mặc thì vừa hơn mk mặc,0
Shop phục vụ rất kém Giao sai màu cho khách nt ns vs shop thì shop k đk câu xl trả lời mỗi câu ok,0
Shop phục vụ rất kém Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm,0
"Shop phục vụ rất kém Chất lượng sản phẩm rất kém， Rất không đáng tiền, giao thiếu hàng còn nói để lần sau đặt hàng bù lại, chắc còn đặt lần sau",0
Shop phục vụ rất kém Chất lượng sản phẩm rất kém Rất không đáng tiền,0
Shop phục vụ rất kém Chất lượng sản phẩm rất kém,0
Shop phục vụ rất kém Chất lượng sản phẩm rất kém,0
Shop phục vụ rất kém .. chất lượng sp tạm ổn ... áo lên from rất xấu nói chung là tạm được,0
"Shop phục vụ rất kém , mình mua 2 cái, gửi chỉ 1 cái thôi, nhắn tin hỏi thì shop nói sẽ đền cho mình vậy mà hơn một tuần rồi ko thấy, mình nhắn tin hỏi lại shop ko trả lời luôn :) mặc dù mình thấy shop đang trực tuyến , hơn 1 ngày rồi cũng ko thấy trả lời gì hết :)) quá tệ",0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
Shop phục vụ rất kém,0
"Shop phục vụ rất chu đáo, muốn đổ trả là có ngay",1
Shop phục vụ rất chu đáo,1
Shop phục vụ quá tồi,0
"Shop phục vụ quá tệ k cho trả hàng, shopee cũng k gọi hỏi người mua, mặc nhiên xử k cho trả hàng với lý do “người bán k đồng ý”,",0
Shop phục vụ quá kém,0
Shop phục vụ như l :)),0
"Shop phục vụ nhiệt tình, chu đáo, giao hàng cực nhanh, chất lượng sản phẩm tốt y hình và shop còn rất đáng yêu nữa, gửi hẳn thiệp cảm ơn cơ 😍 tặng kèm cả 2 đôi tất",1
Shop phục vụ nhiệt tình giao hàng nhanh chóng áo đẹp phù hợp với giá tiền ít chỉ thừa mỏng mát nên mua nhé,1
Shop phuc vu ko tot..,0
Shop phục vụ không tốt,0
Shop phục vụ không nhiệt tình,0
"Shop phục vụ khá tốt, nhưng một khuy áo bị bung!!",0
"Shop phục vụ khá tốt, Đóng gói sản phẩm chắc chắn",1
Shop phục vụ khá tốt Đóng gói sản phẩm chắc chắn,1
Shop phục vụ khá tốt Chất lượng sản phẩm tốt,1
Shop phục vụ khá tốt,1
"Shop phục vụ kém, Thời gian giao hàng chậm,",0
"Shop phục vụ kém, sim đã được kích hoạt trước nửa tháng, tuy nhiên không nói gì với khách hàng",0
"Shop phục vụ kém, mua 2 gửi 1 tính tiền 2",0
"Shop phục vụ kém, chậm chạp",0
Shop phục vụ kém Rất không đáng tiền,0
Shop phục vụ kém mua sơn móng lựa màu gửi đàng hoàng rốt cuộc giao 6 chai chỉ có 1 màu Bây giờ hỏi lại shop tl cái rồi im luôn Chất lượng sản phẩm tạm được,0
Shop phục vụ kém . giao hàng k đúng hình,0
Shop phục vụ kém,0
Shop phục vụ kém,0
Shop phục vụ kém,0
Shop phục vụ kém,0
Shop phục vụ kém,0
Shop phục vụ cực kì kém,0
Shop phục vụ chán chết dc. lần đầu mua thì có 2 áo cổ to rôbgj chà bá ai mặc dc. lần này giao thiếu r áo còn dơ bẩn vs chả y hình. chán vs thái độ lm,0
Shop phục rất tốt,1
"Shop phụ vụ tận tâm giải quyết nhanh
Nói chung chất vẻ đẹp phù hợp vs giá tiền",1
"Shop phụ vụ tận tâm giải quyết nhanh
Nói chung chất vẻ đẹp phù hợp vs giá tiền",1
"Shop phản hồi nhanh, áo đứng form, chữ thêu đẹp. Mũ khâu liền nhưng có thể tháo được nên oke",1
Shop phải test trc khi giao hàng chứ,0
"Shop ơi, mua của shop 3 áo mà ko mặc đc cái nào, phải mang đi cho hết",0
"Shop ơi vải êm lắm nha, ủng hộ dài dài",1
Shop ơi sao em dùng một ngày rồi,0
Shop ơi nữa gói vô cái thùng cứng cứng nha ...giao hàng rách hết r.,0
shop oi ngọt wa ngán lm ak. ăn 3 mieng đầu ngon sau thấy ngọt wa phai cho it nước mắm vào quay măn lại moi ăn dc,0
"Shop ơi mình đặt bộ màu trắng sao shop lại giao cho mình mình màu xanh, đã vậy thời gian giao hàng rất chậm nữa. Shop coi lại đi hôm đó rõ ràng mình đặt màu trắng chứ không phải xanh",0
"Shop ơi 2 cái quần cùng size mà sao cái nhỏ cái bự , cái nhỏ mặc hok vừa Thời gian giao hàng rất nhanh",0
Shop ơi,0
"Shop ở ngoài Hà Nội nhưng giao hàng nhanh. Vải mềm mát, có thun quần nên mặc thoải mái. Mua được với shopee xu hôm 15/03 nên giá khá hời.",1
"Shop nói thiệt đi, shop ở đâu mà giao hàng nhanh quá zị, Ngoài HN vào HCM mà cn đặt t3 tới rồi.  Áo vải đẹp, phải quần thun lun thì quá xá chuẩn rồi, 
Cho shop 6 sao, lần sau đặt nửa thì cho shop 1 sao nửa nhe.",1
Shop nói hồng phấn nhưng là hồng ruốc,0
Shop nói chỉ còn màu hồng mà giao hàng màu xanh,0
"Shop nói 10 ngày có hàng là đúng 10 ngày, mình rất thích cách làm viec của shop, sẽ ủng hộ dài dài 😍",1
"Shop như qq, đặt xám giao tím. Ib shop thì shop nó bảo shop nó k có áo này.",0
Shop như qq đặt hàng một đường giao hàng một nẽo. Chê mong mn xem bình luận này và đừng mua đồ của shop này nữa nha,0
Shop như cứt ý,0
"Shop như cc ngta. Đặt áo kiểu này giao kiểu khác, nhắn tin thì không trả lời. Mọi người đừng mua. Lừa gạt",0
Shop nhìn nó có khác nhau k chịu chả hiểu may kiểu j 2 loại vải giữa khác màu gấu quần thì nhăn 😡 0₫ về chỗ.chả biết ntn,0
"Shop nhiệt tình, hàng gửi rất nhanh gói hàng cẩn thận sản phẩm rất thích mặc mát dáng rất vừa fom sẽ ủng hộ shop lâu dài",1
"Shop nhiệt tình, giao hàng nhanh. Nhận hàng không những đẹp mà còn thơm phức nữa nha 🤭. Vải áo mịn mát tay, thoải mái. Chất quần co giãn nhẹ. Màu sắc ưng ý",1
"Shop nhiệt tình, giao hàng nhanh. Nhận hàng không những đẹp mà còn thơm phức nữa nha 🤭. Vải áo mịn mát tay, thoải mái. Chất quần co giãn nhẹ. Màu sắc ưng ý",1
"Shop nhiệt tình, giao hàng nhanh",1
"shop nhiệt tình tư vấn , giao hàng nhanh , vải đep nha",1
"Shop nhiệt tình lắm,mọi người ủng hộ shop nha",1
"Shop nhiệt tình lắm ý, c chủ shop đang yêu nữa",1
"Shop nhiệt tình giúp đỡ, chất lượng quần thì khỏi chê, dài rộng gì cũng vừa ý mình hết",1
"Shop nhiệt tình , giao hàng siu nhanh  , chất lương quá là oke với giá tiền này . Mua cho em trai mà n ưng lắm ý, em mình m68, 56kg mặc size L vừa đẹp nhé mn . Nên mua ạ",1
Shop nhiệt tình - sản phẩm như hình ảnh minh hoạ lên mua nha mng,1
Shop nhiệt tình,1
Shop nhây tiền như chó không nên mua ở shop này nha giao hàng lộn kiu trả hàng hoàn tiền thì nói sẽ sử lý xong rồi nhây gần tuần lễ,0
Shop nên xem lại nhé,0
Shop nên xem lại cách đóng gói,0
Shop nên thận trọng ktra hàng kĩ trc khi giao cho Kh,0
Shop nên miêu tả kĩ hơn về sản phẩn này,0
Shop nên kiểm tra hàng trước khi đóng gói giao cho kh nhé.....,0
Shop nên để lưu ý để khách biết chừng mua,0
Shop nên chú ý hơn cho những ng mua sau,0
"Shop nên cho chọn size,vì đặt mua xog thì shop đưa size nhỏ nên không vừa",0
"Shop này rất ưng ý, lần thứ 1 mua đồ ưng quay lại lần 2 mua tiếp và còn có nhiều lần nữa sẽ mua đồ của shop",1
Shop này bán hàng có tâm cực luôn,1
"Shop mần ăn gì kỳ cục, thiếu hàng thì phải alo trước cho ng ta hay chứ, phí ship thì tính đủ mà hàng thì ko đủ",0
Shop mà có quần áo của phụ nữ với trẻ e nữa chắc e ủng hộ shop kịch liệt luôn ạ,1
Shop lựa size cho khách hàng quá chuẩn ạ,1
"Shop lừa quần size L dán XL vào giao, vải mỏng không nên mua",0
"shop lừa đảo thật đấy. mk đặt quần sz xl mà lại giao cho mk quần k rõ sz luôn, shop xé cả mác sz ở quần đi. quần bé k mặc dc",0
shop lừa đảo đó mấy bạn,0
"Shop lớn mà làm ăn ko uy tín chút nào đặt màu đen thì giao màu trắng đã thế còn sai luôn cả mẫu và size..
Đây là lần đầu cũng như là lần cuối tôi mua ở đây . Ae phải cân nhắc kĩ lưỡng trc khi mua ở đây",0
Shop lớn mà làm ăn chán,0
Shop lm ăn wa mệt mỏi hẹn tới hẹn lui,0
Shop lên chú ý giao sai mẫu,0
Shop lấy sai màu cho mình dù đã ghi chú chọn màu đen,0
Shop làm việc thiếu trách nhiệm,0
Shop làm việc thiếu đạo đức nghề nghiệp quá,0
"Shop làm việc k có tâm , mua 2 cái kêu giao 2 màu mà giao có 1 màu",0
Shop làm việc k chuyện nghiệp bảo 2áo trắng lại gửi áo trắng với áo đỏ,0
"Shop làm mình thất vọng quá, hết muốn mua trên shoppe nữa rồi",0
shop làm mình thất vọng quá,0
Shop làm mình thất vọng khi mua online,0
Shop làm em tốn tìn mua áo mới rồi,0
"Shop làm ăn tệ, đóng hàng sơ sài, thiếu hàng inbox shop thì không chịu trả lời. Mọi người không nên mua hàng ở chỗ làm ăn tệ như này",0
Shop làm ăn rất có tâm,1
Shop làm ăn rất chán,0
Shop làm ăn quy tính... rất đáng để được quan tâm.,1
Shop làm ăn quá tệ .,0
Shop làm ăn quá tệ,0
Shop làm ăn quá cẩu thả,0
Shop lam an nhung ko trong chu tin,0
shop làm ăn như cc nói mãi dell hiểu ngta cần áo dell cần tiền oke.....,0
Shop làm ăn như cc áo màu này gửi màu khác,0
Shop làm ăn mất uy tín,0
"Shop làm ăn lua đao,gioa hang ko co tem mac và bọc ,quanaf rach 10 phan ngang ong quần và may co khoan cach giưa chô rach như v,sho ko hô trợ khach hang nt ko trl cho tơi khi t kien shoppee oa 5 ng shop trl nh ko bjk lỗi...toi ko hoan hang trả tiên gi nưa hêt,140 đo cho shop cái hậu .",0
Shop làm ăn lạ quá.sản phẩm có vấn đề.nt shop để tìm hướng giải quyết.shop onl mà ko thèm tl.thôi thua.có 0* là cho 0* luôn,0
"Shop làm ăn ko uy tín , giao lộn hàng , tiền thì nhận đủ nhưng hàng thì giao thiếu , liên lạc với shop ko 1 lời xin lỗi , ko chịu giải quyết , làm ăn như vậy chẳng khác nào là cướp của khách hàng , ko ngờ s.bee lại có những cửa hàng như vậy",0
Shop làm ăn ko cho đổi sai. Sẽ ko có lần 2 mua,0
Shop làm ăn kiểu chi không biết. Đặt màu nâu lại gửi màu tím. Áo mua về giống như mua cho ông mặc. Thất vọng tràn trề,0
Shop làm ăn kì quá size XL mac nhỏ xíu em 65kg mà mặc áo k vừa quần thì quá ngắn,0
Shop lam ăn không uy tín.. sảm phẩm thì dỗm.. chát thì chặn,0
"Shop làm ăn không thống nhất giữa các sàn
Nhân viên lives nói xấu khách công khai
Thiếu tôn trọng khách hàng !!!",0
"Shop làm ăn gian dối, cố tình cắt mác áo size XL để gửi cho khách. 
Áo mỏng dính. K đáng mua. Chê.
Bọc hàng sơ sài.",0
shop làm ăn đúng chán,0
"Shop làm ăn chán, đặt 3 con XL giao 2 con L và 1 con M, 2 con L thì mình có thể chấp nhận vì nó cx khá vừa, nhưng con M thì ko :))))",0
"Shop làm ăn chán thế, đưa hàng nhầm size mới chịu, giờ mua về mà ko mặc được, PHÍ TIỀN",0
Shop làm ăn chán mua 4 gửi 3 mà giá tiền như nhau,0
Shop làm ăn chán đặt size L mà bé tí cho con nít mặc à,0
Shop làm ăn chán bị dính bẩn hay lem màu gì đấy phản ánh thì shop lại không tiếp nhận trả đổi cách phục vụ khác hàng rất rất tệ mọi người nên cân nhắc khi mua để tránh bị tình trạng tương tự:)),0
shop làm ăn cẩu thả .áo lỗi cũng đem giao cho khách .tôi yêu cầu trả hàng hoàn tiền vậy mà shop khiếu nai tôi .thật là nực cười .tôi có bằng chứng áo lỗi mới yêu cầu trả hàng .rất rất lâu tôi mới nhận được giải quyết của Shopee nhưng dù sao thì tôi cũng được shopee bảo vệ .Cám ơn Shopee,0
"Shop làm ăn cẩn thận hơn chút nhé,mình đặc loại khác cơ mà shop gửi sai hàng nha vì dịch bệnh nên mình cũng ko muốn gây phiền toái cho 2 bên,shop nhớ lần sau cẩn thận nhé",0
"shop ko tư vấn nhiệt tình do mình k bít xài .hỏi mấy ngày rồi onl cũng k trả lời.do đóng gói mỏng manh quá.nên bi vỡ rách,ko thôi mình trả hang roi",0
"Shop ko trung thực giao hàng không đúng mô tả, chỉ giao có 1 miếng dán",0
Shop ko nhiệt tình,0
"Shop ko lay giong màu theo yeu cau chat luong sp mỏng ko giong mo ta, lien he voi shop doi hang thi shop ko tra loi.that vọng",0
Shop ko kiểm hàng trước khi giao à??? Vừa nhận đc đã thấy rách rồi,0
Shop ko giới thiệu thực về chất lượng quần,0
"Shop ko đọc phần nội dung ghi chú của khách hàng , cùng 1 loại quần mà 2 kiểu may khác nhau, cạch mặt",0
"Shop ko có hàng, ko báo trc mà giao tiền lại luôn",0
Shop ko cho xem hàng trc khi lấy,0
Shop ko cho đổi mặc dù Mình bảo sẽ chịu phí ship. Nói chung dịch vụ Kém.,0
Shop ko cho đổi hàng,0
Shop ko bỏ quần vào bọc riêng,0
"Shop không uy tín, mình đặt 2 áo mà gửi hoàn toàn khác nhau,1 cái ko có mác mỏng dính còn ngắn nữa, mọi người cân nhắc trước khi mua nha",0
"Shop không uy tín, giao hàng thiếu 02 áo ""sơ mi ôm vải cotton tay dài cổ chữ V hàn quốc cho nữ mùa thu""",0
Shop không thấy đổi trả hàng là phiền phức chứ tui thì phiền chết đi đc,0
"Shop không kiểm tra hàng trước khi gửi, quần rách",0
Shop không có màu sản phẩm như mình đặt nhưng ko báo cho mình biết trước khi giao hàng,0
Shop không cho đổi hàng khi k vừa size làm ăn kém chuyên nghiệp :),0
Shop không bật chọn màu mình đã ib nói rõ màu vậy mà vẫn ship sai,0
Shop khâu vá lại,0
Shop kêu nhung kẻ nhưng nhận được chất là lông giống thảm nhà,0
Shop k uy tín giao áo bị cắt ở cổ mình cảm thấy không hài lòng,0
"Shop k trung thực gửi áo vá hai lỗ bằng hai lá cờ Anh, áo còn ẩm ướt khi đem đi giật lại rồi gửi cho khách",0
"Shop k phản hồi vấn đề đổi size của khách, mặc dù mih có nói sẽ chịu tiền ship nhưng vẫn ngó lơ",0
Shop k nói rõ hơi thất vọng,0
Shop k nhiệt tình Chất lượng sản phẩm rất kém,0
"shop k chịu đổi size khi k vừa nt thì k rep trong khi đó dưới mô tả có ghi đổi size, shop làm ăn chán lắm ngu thật khi mua shop này.phục vụ khách hàng siêu siêu kém",0
Shop jao hang thieu 10000 vien nhua mau,0
Shop hứa lèo hết lần này đến lần khác,0
Shop hỗ trợ rất tốt,1
"Shop hỗ trợ nhiệt tình đổi size cho mình mà ko mất ship luôn, chất vải mịn đẹp , giao hành nhanh form dáng đẹp",1
"shop hỗ trợ nhanh chóng và tốt. Giao hàng cũng nhanh, tôi nhận được đơn hàng một cách nhanh chóng và chính xác",1
Shop hỗ trợ khách hàng cực kỳ tốt 👍👍👍,1
"Shop hỗ trợ giao áo nhanh cảm ơn shop nhìu, nhưng mà hộp thì bị móp còn áo thì hơi to xíu",1
Shop hẹn lần hẹn lượt rồi ko qua lấy,0
Shop hãy xem xét lại ạ,0
"Shop gửi thiếu hàng lần 1 đặt 10c gửi đc 7c, lần 2 đặt 8 cái gửi có 2 cái, nhắn tin thì chặn tin nhắn🙃 nhuốt hơn 500k cẩn thận Ko nghẹn 😘",0
Shop gửi thiếu hàng,0
shop gửi thiếu đồ nhắn tin thì không nhận được phản hồi,0
Shop gửi thiếu 1 cái áo dài tay size l ạ,0
Shop gửi size to quá không mặc được,0
"Shop gửi sai màu, mình đã nhắn tin phản hồi mà shop trả lời không đúng câu hỏi gì cả
Chất lượng sản phẩm thì ổn nhưng mình không thích cách shop xử lý tình hình đâu",0
Shop gửi sai màu rùi,0
"Shop Gửi sai mẫu mình chọn, phản hồi tin nhắn không trả lời...",0
Shop gửi sai màu đặt,0
Shop gửi sai màu,0
"Shop gửi nhầm sz , nt shop k trả lời",0
shop gửi nhầm size cho m. đặt size s thì gửi size m,0
Shop gửi nhầm size chiếc áo của mẹ,0
Shop gửi nhầm size,0
"Shop gửi nhầm màu, mk đặt màu ghi lại gửi màu xanh 😬",0
Shop gửi nhầm màu,0
"Shop gửi k đúng hàng, đã gửi hàng chờ shop đổi nhưng chưa thấy phản hồi",0
"shop gửi hàng rất nhanh, đóng gói kĩ và chắc chắn. áo nhận được giống miêu tả, chất đũi mềm mát lắm mn nhé, hàng tốt hơn giá , nên mua.",1
"Shop gửi hàng rách ,ko mặc đc 🥲",0
"Shop gửi hàng nhanh. Quần áo chất liệu mát, đúng mẫu. Đẹp lắm ạ, vừa rẻ vừa chất lượng ❤️ Chụp vội để đánh giá",1
shop gửi hàng ko đúng như ảnh,0
"shop gửi hàng ko có dây nối điện, chờ giải thích mà chưa thoả đáng",0
"Shop gửi hàng bị nứt, ko phải do bên vận chuyển",0
Shop gửi hai cái thì một cái k đúng size và bị rách đũng,0
Shop gửi đúng size đúng màu.quan áo đẹp so với giá tiền dịch bệnh nên vận chuyển lâu..,1
Shop gởi thiếu 1 món hàng,0
"Shop gói hàng xấu quá nên hỏng hết dáng túi, bị gập",0
"shop gói hàng sơ sài quá, lúc về bị thủng 1 lỗ trên bao luôn, hên là bên trong còn 1 lớp nilon nữa ko ảnh hưởng tới quần trắng nên em vẫn cho 5⭐
vải ok lắm á nhma hơi nhiều chỉ thừa, shop tư vấn sz nhức đíc luôn, mặc vừa in =)))
mình cao khoảng m6 nặng 60kg, eo 82 mông 97 đùi 58 mặc sz L nhaa",1
Shop gói hàng siêu kỹ. Hàng rất là đẹp và cute nè . Nhắn tin cũng dễ thương nữa 10 điểm nha . Mn nên mua nhơ . Sẽ ủng hộ nhiều nhiều nữa ủng hộ blackpink nha các bạn,1
Shop gói hàng siêu kỹ. Hàng rất là đẹp và cute nè . Nhắn tin cũng dễ thương nữa 10 điểm nha . Mn nên mua nhơ . Sẽ ủng hộ nhiều nhiều nữa ủng hộ blackpink nha các bạn,1
shop gói hàng rất cẩn thận ship nhanh quần lên from rất đẹp và ưng với giá tiền này mình không mong đợi mà dp quá chất lượng đẹp tuyewtj voief m.n lên mua nha mình m65 nặng 48kg sz 29 là vừa,1
Shop gói hàng kh cẩn thận,0
Shop gói hàng cẩn thận. Giao nhanh. Áo đẹp nha. Mk mua cho cháu nó hơi mập nên mua sz lớn chứ bị dài. Nhưng mà đẹp. Áo màu xám đẹp nha,1
"Shop gói hàng cẩn thận, ship nhanh và còn nguyên vẹn. Chất lượng sản phẩm tốt và đủ hàng như đã đặt. Sẽ mua lại khi cần thêm, cảm ơn shop.",1
"Shop gói hàng cẩn thận, ship nhanh và còn nguyên vẹn. Chất lượng sản phẩm tốt và đủ hàng như đã đặt. Sẽ mua lại khi cần thêm, cảm ơn shop.",1
"Shop gói hàng cẩn thận, giao hàng anh 
Áo chất đẹp, mặc mát 
Màu nhẹ nhàng, hoạ tiết xinh",1
"Shop gói hàng cẩn thận, đường may tỉ mỉ, vải mát, màu đẹp, giao hàng nhanh, nói chung là không có điểm nào để chê, sẽ ủng hộ",1
"shop gói hàng cản thận, áo rất đẹp, màu y hình chất mát mà còn co giãn nữa, quần vải mát có túi , đường may đẹp mà giá lại rẻ nên mua nha mn",1
Shop gói hàng cẩn thận và giao đúng mẫu. Nhưng mình tưởng quần áo vải mềm mà hàng thì vải thô với cứng. Nên k ưng chất vải lắm. Biết là tiền nào của nấy cơ mà hơi thất vọng,0
"Shop giửi cho mk cái áo cổ máy lỗi, lệch. Lại mất công đi sửa
Hy vọng hàng đẹp mà chán quá
Shop nên kiểm tra kĩ trc khi giao",1
"Shop giao thiếu hàng, nhắn tin bảo sẽ bù lại tiền nhưng chẳng thấy đâu, thái độ phục vụ ko tốt",0
"Shop giao thiếu hàng, giải quyết không thỏa đáng, không hài lòng tí nào",0
Shop giao thiếu hàng đặt 8 cái gửi có 2 cái nhắc tin thì chặn luôn tin nhắn🙃,0
Shop giao thiếu hàng,0
Shop giao thiếu hàng,0
Shop giao thiếu áo này của mình,0
Shop giao thành quần warm :((,0
"shop giao sớm để em có đồ di choi, đồ rộng mặc đẹp lắm nè shop ơi❤️❤️❤️❤️❤️",1
Shop giao size quá chật,0
Shop giao size 34???...,0
Shop giao siêu nhanh,1
"Shop giao sai sp, nhug khi liên hệ lại thì ko nhiệt tình cho lắm. 20k ko đáng bao nh mà m bận m cũng ko có thời gian tìm hiểu mà đổi trả luôn",0
Shop giao sai size đặt L nhưng giao về lại là M 😡😡😡,0
Shop giao sai màu..nhưng ko sao vì shop có phản hồi lại,1
Shop giao sai mẫu..ib shop còn không tl.làm ăn gì kì vậy,0
"Shop giao sai mẫu, đã nhắn tin hỏi shop và đc shop xin lỗi nhưng ko trả lời có đổi cho mình ko",0
"Shop giao sai mẫu, áo chất xấu, ib thì mãi k chịu tl",0
"Shop giao sai mẫu
Bận vào hơi nóng",0
shop giao sai mẫu shipper cũng không đến lấy hàng hoàn chịu,0
Shop giao sai mẫu sai cả size luôn Thời gian giao hàng nhanh,0
shop giao sai màu nhưng vải đẹp đáng tiền nên mình kh trả ạ.  nên muaa nha mọi người,1
shop giao sai màu nhưng vải đẹp đáng tiền nên mình kh trả ạ.  nên muaa nha mọi người,1
Shop giao sai màu nhắn tin cho shop thì có xin lỗi nên cho 4sao vì thái độ độ phục vụ tốt,1
Shop giao sai mẫu mã,0
Shop giao sai màu dù đã ghi chú và chat r,0
"Shop giao sai màu cho mk ạ, màu ghi sáng khó phối đồ ạ, tại mk cần gấp nên ko đổi kịp",0
Shop giao sai màu Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Shop phục vụ rất kém Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền,0
Shop giao sai màu áo,0
"shop giao sai màu , mình đặt xám shop giao đen .
áo nhận dc hàng khá cũng ok 
người mặc k kĩ tính nên mình sẽ ko hoàn hàng , nhưng shop chú ý hết màu hay đổi phải ib cho khách chứ k nên tự ý gửi sai màu cho khách.",1
Shop giao sai màu,0
shop giao sai hàng cho mình nhưng chấp nhận đổi tuy nhiên mình k hài lòng với cách xử lí chăm sóc đơn hàng của shop,0
Shop giao sai hàng,0
"Shop giao sai đơn đặt hàng,chất lượng sp tạm",0
"Shop giao sai cho mình 1 cái áo. Cũng may địa chỉ shop gần chỗ mình nên mình chạy ra đổi luôn. Mọi chuyện đều ok nhưng cách shop trả lời tin nhắn làm mình không hài lòng lắm . Áo chất khá ok, đẹp dày dặn , khá đúng với hình ảnh",1
