content,ground
Shop phục vụ rất tốt,1
"Chất lượng sản phẩm tuyệt vời, bao bì gói rất đẹp 😂😂",1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,1
Đặt maug đen lại gửi màu trắng,0
Chất lượng sản phẩm tuyệt vời vải áo và from áo đẹp lắm ạ,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có quà tặng nữa cho shop 5sao,1
Thời gian giao hàng siêu siêu lâu.Hàng tạm được,0
Áo đẹp nên em đã đặt 2 chiếc mặc thay đổi,1
Làm ăn như lồn ý,0
Áo dày dặn mặc đẹp lắm .,1
"Đòng gói cẩn thận, tư vấn dễ thương",1
Ai cũng hỏi mua đâu 2 đôi giày rẻ mà đẹp quá,1
"Chất lượng sản phẩm tuyệt vời, thời gian giao hàng rất nhanh, shop phục vụ rất tốt",1
"Chất cứng, nóng",0
Noi tom lai xau hon trong hinh,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Nhanh,1
"Trôi mầu nhanh,han xử dụng thi ngắn,giao hag chậm",0
Shop phục vụ rất tốt,1
Vừa có đồ đẹp vừa tốn ít tiền,1
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn,1
Vải đẹp xuất sắc,1
Phù hợp với giá tiền,1
"Lên mịn, không gây ngứa, đẹp",1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền,1
"Màu đẹp.bẳng nhỏ nhỏ,xinh xinh.mẫu mã rất đẹp",1
Giao hàng siêu nhanh và hàng siêu đẹp luôn ạ,1
❤️phục vụ chu đáo,1
Ko phải lụa mà là phi bóng cả may,0
Shop còn tặng thêm món quà xinh xinh nữa,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền,1
Shop phục vụ rất tốt,1
Rất hai Long,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.e sợ ko kịp 30/4 sinh nhật e cơ hihi,1
Tuy đóng gói ko đẹp nhưng hàng đẹp,1
"Giày đẹp lắm ạ, size chuẩn ❤️",1
"Giao hàng lâu, vải mỏng, thun giãn, loại vải này chắc chỉ mặc được 1 lần giặt xong là thôi mang làm giẻ lau nhà luôn, đc cái là thiết kế mặc lên dáng cũng đc",0
Giao hàng rất nhanh,1
Em hài lòng với sản phẩm lắm ạ ❤️,1
"Vải mát, mịn, nhẹ tênh, giao hàng chậm nhg vẫn cho sp 5*",1
"So vs giá đó thì chất lượng sp đã quá ok, ngoài sự mong đợi, mình đặt 3 sp nhưng shop chỉ giao đc 2 vì hết hàng nhưng shop cũng đã kèm phong thư trả lại tiền và xl vì sự cố nên rất hài lòng.cảm ơn shop :)",1
Hiệu quả phản hồi sau khi sử dụng,1
Chất lượng sản phẩm tuyệt vời,1
Đóng gói sp đẹp nhưng hơi sơ sài ạ,0
"Hàng i hình,khá đẹp,gửi hàng nhanh,mới có hôm đã đến nơi ❤️",1
Cảm ơn Shop,1
muốn đổi trả giao sai mẫu chán shop quá,0
Shop phục vụ rất tốt,1
Tui hok hài lòng về áo đen nó bị lổ lông còn còn áo gì đâu mà rõng nửa cả 2cái,0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Cảm ơn shop và sẽ mua son của shop dài dàiii,1
Thời gian giao rất nhanh,1
"Đóng gói sản phẩm rất đẹp và chắc chắn, hàng tem mác đầy đủ",1
Thích,1
"Vải dày dặn, form đẹp cực, ko uổng công chờ đợi 🤤🤤",1
Cảm ơn shop,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền,1
"Áo rộng phần nách nên hơi bị nhăn, màu đỏ hồng chứ ko phải đỏ tươi",0
Chất vải đẹp,1
Hàng đẹp lắm đóng gói cũng dẹp Chất lượng sản phẩm tuyệt vời,1
Tui bi loi o khoa lan dau mua bi vay nen khong bao gio mua nua,0
Gửi thiếu 1c áo nt k tl,0
Giao hàng rất nhanh. đáng tiền để bạn mua ák,1
Áo quá đẹp luôn nha shop...,1
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,1
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Áo đẹp sẽ ủng hộ tiếp,1
Chất lượng sp chưa thật sự đẹp nhe shop,1
Rất vui,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền,1
Mua lần nào cũng ưng 😍 Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
"Đóng gói sản phẩm rất đẹp và chắc chắn, vải quá mỏng",1
Đóng gói sản phẩm rất kém Rất không đáng tiền Chất lượng sản phẩm rất kém,0
Chất ok,1
"Áo Quần của shop đẹp, mình rất ưng",1
Đặt màu trắng nhưng giao màu đen,0
Thấm hút tốt,1
Hic áo bị thiếu tận 3 cúc,0
Đầm khá ok nhưng dây buộc bị ngắn quá,1
Với giá này hàng rất tốt,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn chủ shop rất nhiệt tình và dễ thg 👍,1
Chất lượng sản phẩm tuyệt vời,1
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,1
Ưng lắm shop nhé.,1
Hàng đẹp rẻ,1
Áo bị bẩn,0
Áo dài tới tận gối không giống hình như váy luôn ý ship 1 trả tiền 2,0
Không ngờ giá vẫn rất rẻ sau bao nhiêu năm,1
Ủng hộ shop dài dài ạ 😘❤️❤️,1
Chất vải mềm đẹp 2 lớp như ảnh,1
Chất vải rất đẹp 👍 👍 👍 shop bây be,1
Dép mang rất êm chân,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Vải mặc mát nhưng mình 45kg mặc size S thì hơi bị rộng chút,1
San phạm k giong hình...chat Luong kem,0
"Vải dày mịn, nhưng mua lần 2 k giao đúng size và màu",0
"Chất lượng phù hợp với giá tiền, Shop phục vụ rất tốt",1
chất lượng ok Rất đáng tiền,1
Vải k dày dặn,0
Chất lượng sản phẩm tuyệt vời,1
"Hôm nay mình đã nhận được quần rồi shop na,không ngờ lại nhanh đến vậy.Mua lần đầu cứ lo lo, khi nhận hàng thì thấy rất thích nên tiếp tục mua thêm, lần này vẫn siêu ưng ý,hihi.Chất quần đẹp, co giãn tốt mặc thoải mái lắm luôn",1
Chủ shop rất dễ thương mình hỏi 7749 tỉ cái ảnh nhưng vẫn nhiệt tình trả lời,1
Mình 55kg mà mặc sz M còn hơi rộng nên các bạn mập hơn k lo nha :))),1
Eo Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,1
San phẩm đóng gói kỹ,1
Áo rất ngắn,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền,1
Công nhận là rất đẹp ạ. 260k e mua đc.2 cái áo cho ông ck e,1
Với giá tiền đó thì ok lắm rồi.L,1
Làm ăn gì kì vậy Shopee,0
Rất tuyệt vời,1
Riêg bộ màu đỏ thì cả chất và đg may đều xấu b ạ,0
Vai cứng Mac k eo,0
Chất vải đẹp nhưng áo hơi vàng,1
Chất lượng sản phẩm tuyệt vời,1
Hình ảnh sản phẩm như nào thì nhận được y như vậy,1
"Thời gian giao hàng rất nhanh, Rất đáng tiền, áo chất khá 👌",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn hơi to nhưng hàng oke,1
Đóng gói sản phẩm rất đẹp và chắcchắnÁo xanhgiaonhầm màukhông'giống hình,0
"Đóng gói sản phẩm rất đẹp và chắc chắn, hàng k đẹp",0
Vải quá đẹp,1
Áo đẹp nè.chị bán hàng nhiệt tình nữa,1
Sản phẩm phù hợp với giá tiền,1
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền,1
Chất lượng sản phẩm ko đc hài lòng vì độ thấm hút và chống tràn k đc tốt,0
"Mình dùng loại này rất thích, đợt nào shop có chương trình cũng mua, mua về giới thiệu chị hàng xóm chị ấy thích ngay từ đầu",1
chất ok nhưng form bé,1
Nhưng thời gian giao hàng chậm,0
Đường chỉ may rất âu ..,0
Áo i hình nhưng hơi mỏng,0
"Túi dày dặn, chắc chắn",1
Rộng b ạ . chất đẹp,1
Nói là chỉ có k98 mà giao M24 ??,0
Vải thì ok nhưng mà ngắn quá không dài như trong hình,0
"Chất lương ok đẹp, m sẻ ung hộ shop tip",1
"Vải kém giặc bị ra màu, shop không uy tín",0
Giao sai mẫu nên không đánh giá chính xác sản phẩm này được,0
Love this product,1
Vải lần này mỏng hơn vải lần 1 mình mua,1
Hàng đẹp vải giày giá phải chăng 😍,1
Ib nhưng ko tl,0
Cảm ơn shop nhiều nha,1
Sẽ ủng hộ shop,1
"Mùi rất à thơm, rửa xog rất sạch",1
"Cảm ơn shop ạ, túi giống y hình, rất đẹp và ưng ý ạ",1
"Dây nuột nà, mềm mại lắm AE ạ",1
"Đóng gói sản phẩm chắc chắn,giao hàng nhanh",1
Đặt hàng hết hàng shop không báo 1 cấu trước để khách chọn kiểu khác,0
áo mốc bẩn không hài lòng 👎 Chất lượng sản phẩm kém Chất lượng sản phẩm kém,0
Giày đẹp.. tiền nào của nấy Rất đáng tiền,1
Rất đáng tiền Thời gian giao hàng rất nhanh,1
Shop phục vụ rất kém,0
Chất lượng sản phẩm tuyệt vời chất lượng đi đôi với túi tiền. biết trước áo đẹp ntn thì đã mua thêm rồi,1
Thời gian giao hàng rất nhanh,1
Túi rất đẹp,1
Sẽ tiếp tục ủng hộ,1
rất tuyệt vời phục vụ rất ok cho shop 5sao chúc shop buôn may bán đắt,1
Ưng ý,1
Z mà gửi 1 cái k đúng sọc mình chọn,0
Quần rất đẹp,1
Hihi,1
"hàng da mềm, hàng đẹp giá tốt",1
"Tất đi nhẹ chân, ko giống hình nhưng mình thích mẫu đã nhận được hơn là mẫu trong ảnh",1
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Tuy nhiên, lai áo may ko đều",0
Chất lượng K dẹp,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Rất đáng tiền,1
Áo vải cực mịn,1
Hàng không giống hình tay trong Hình ống to giao thì ống nhỏ,0
Sản phẩm y hình,1
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chất lượng sản phẩm kém,0
Quần có dãm,1
tuyệt vời hơn cả mong đợi.giá rẻ mà áo đẹp dã man.sẽ còn ủng hộ shop nhiều,1
Chủ shop nói chuyện dễ thương!,1
"Đóng gói sản phẩm chắc chắn, giao hàng nhanh",1
Vải đẹp áo đẹp,1
Đường may ổn,1
Sản phẩm rất OK,1
"Giao hàng thiếu , nhưng vẫn tính tiền đủ hàng đã đặt",0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ khá tốt,1
Áo hơi nhỏ nhỉ,0
Rất đáng tiền,1
Vải dày tốt,1
Nên mua nhé,1
"Shop tư vấn nhiệt tình, hàng như hình, giao hàng gói cẩn thận, giá hợp lý",1
Sẽ ủng hộ shop nữa,1
Đánh giá 6* nhé,1
So voi gia tiền thi vải ao ki nay hơi tệ,0
Shop nhiệt tình,1
Tệ .....,0
Khi mình nhận thì bao bì rách ra tùm lum k kĩ lưỡng gì hết,0
"Váy rất đẹp, hợp với giá tiền",1
Gói hàng kĩ,1
Rất hài lòng so với mức giá,1
Chất lượng sản phẩm tuyệt vời..mỗi tội đợi hàng mất 1 tuần... chủ shop ko dk nhiệt tình cho lắm.. chắc tại đơn hàng ít tiền nên ko quan tâm,1
Váy ngắn wa ah,0
Rất đáng tiền,1
"Vải mỏng nhẹ mát, kiểu dáng đẹp nhưng cái nơ chỗ tay là dán keo dễ bung, cần may lại thêm",1
Áo đẹp lắm nhưng thái độ của nhân viên giao hàng vnpost nhanh cực kỳ md nên đừng ai chọn nha,1
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Tặng shop 4 sao,1
Chả buồn trả lại hàng vì nghĩ có 200k thôi mất việc,0
"Sau bao lần tốn tiền uổng phí mua đồ ko ra gì, giờ mới kiếm được shop bán đồ quá đẹp luôn 😘",1
Áo lên form đẹp,1
Nhưg áo khoát của bn giao cho mih bị dính cái gì đó,0
"hàng mặc quá dẫn, quá rộng, lưng dễ bị cuộn không ôm bụng",0
Shop nhiệt tình,1
Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt Chất lượng sản phẩm tốt,1
Cực kì ưng ý,1
Chất đẹp lắm shop !,1
Mua rồi thì lại sale rẻ hơn,0
KEY kích hoạt online trên web cua Microsoft được. shop uy tín,1
Ao gi ma mac vao vua nog vua ham...mac k de chiu..nhug lo mua oy ...dah chiu thui,0
"Váy đẹp, dáng đẹp, vải cũng đẹp, mặc rất ok",1
Áo đẹp,1
Màn hình to và khá là hd,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. bộ nữ chanel này chất đẹp lắm, mình rất ưng ý",1
Nếu đây là quần 120k như giá chưa sale thì rất không đáng mua,0
Chắc chắn sẽ ủng hộ tiếp,1
Nói chung là giá và chất lượng hợp lý,1
Đẹp nhưng bị nhầm size ạ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Tàm tạm Chất lượng sản phẩm tuyệt vời,1
"Vải hơi mỏng, mới mặc đã rách, thiet là mất mặt",0
Cái đồng hồ có trăm mấy mà đổi trả hết 70k hết mẹ n rồi,0
Chất lượng sản phẩm rất kém không giống hình,0
Áo đẹp lắm ạ chất đẹp cực luôn sẽ ủng hộ shop dài dài manh anh chủ shop cũng chu đáo nữa,1
"Chỉ thì bung bét, thất vọng",0
Hang rat dep nha shop,1
"Vải mềm mát, form rộng rãi thoải mái, có tăng đơ là điểm cộng, đường may đẹp và cẩn thận",1
Chất lượng sản phẩm tuyệt vời.. không nghĩ giá như vậy lại nhận dc sản phẩm tốt và hài lòng đến thế.. sẽ ủng hộ shop lần tới.. chúc shop buôn bán đắt hàng,1
Mình có delay hàng 1 lần nhưng shipper rất thông cảm và giao hàng đúng hẹn,1
"Sản phẩm đẹp, giá rẻ so với mua ở shop",1
"chất vải mát, dáng áo như hình. nói chung vượt mong đợi",1
Quần quá rộng size s mầm cứ như xl vậy vậy,0
Áo rất dày và đẹp...,1
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. 🌹🌹🌹 Shop chăm sóc khách hàng rất tốt , tư vấn nhiệt tình",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Vải xấu mỏng ko đẹp cho lắm,0
Vải mỏng nhưng cho 5 sao luôn,1
"Shop tư vấn nhiệt tình, dễ thương, đóng gói sản phẩm đẹp",1
Thời gian giao hàng chậm vải hơi mỏng,0
Tạm hài lòng vs sp,1
"Mũ hơi rộng, đội không ôm đầu lắm nhưng vẫn ổn ^^",1
Quần đẹp ôm chân,1
San pham that kinh t k sao mac noi,0
"Hàng đẹp, y chang hình người mẫu mặc, khác mỗi là chiều cao của mình không như mẫu :))))",1
"Áo sọc xanh lá : Chất thun ok, màu đẹp",1
"Hoa văn xinh vãi luôn, cảm giác ko già tí nào",1
Nhưng hàng lại chất nỉ bông viền nâu,0
To đk chút nữa thì ok,1
Chất lượng ổn,1
"Giao nhanh,đóng gói siêu cẩn thận luôn,sp ok",1
Mịn,1
Cảm ơn shop đã giúp mình đổi size tặng shop ⭐⭐⭐⭐⭐ ủng hộ ạ,1
Rất đáng tiền,1
Chất xấu,0
Chỉ có điều mình mặc vừa nhưng ống ôm quá,1
Size hơi nhỏ nên các bạn mua sau thì lấy tăng lên 1 size nhé,1
"Đẹp lắm.mỗi tội kích thước cổ giầy cố định nên lúc xỏ chân vào hơi khó khăn, form hơi nhỏ, Shop phục vụ rất tốt",1
Rất rất thích,1
Cảm ơn Shop,1
Xinh lắm shop ơi,1
"Thời gian giao hàng rất nhanh Rất đáng tiền, chị chủ shop tư vấn nhiệt tình và dễ thương 😍😍😍",1
Tạm ổn so với giá 😊😊😊,0
Rất đáng tiền,1
Hàng y như hình,1
Lên màu chuẩn,1
2day ao khong giong trong,0
Hàng đẹp y hình,1
Hàng đẹp... sẽ ủng hộ shop nữa ạ,1
Chất lượng sản phẩm tuyệt vời❤️ Đóng gói sản phẩm rất đẹp và chắc chắn❤️ Thời gian giao hàng rất nhanh😁,1
"Quần cũng được nhưng chất vải mình ko thik, cảm giác nóng nên cho 4 sao",1
Đóng gói sản phẩm đẹp và chắc chắn,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng hơi chậm,1
Màu sắc đep,1
Pin hơi kém,0
Đặt size 41 thì shop giao 42,0
Cảm ơn chị shop dể thương nha,1
Thôi cũng cho 5* vì may là bạn mình mặc cũng vừa,1
Dây cáo quá ngắn không thể cài nút đc,0
Sp rẻ đang tiền nhưng ko biêtd mình cảm thấy mùi thơm ko được thơm lắm,1
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Rất đáng tiền,1
Hihi quần dễ thương,1
Mình không hài lòng,0
"Hàng đẹp y hình, Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn",1
mua giúp thôi nên ko biết thế nào nhưng nghe người thân gọi điện nói là cũng được nhưng nếu mua được màu đen thì tuyệt hơn,1
Vãi đẹp,1
"Thời gian giao hàng nhanh, mình đặt tối hôm trước hôm sau đã có rồi",1
"Đẹp, chắc chắn, bấm rất thích, thanks shop nhiều :D",1
Chất lượng sản phẩm có vẻ ổn so với giá,1
Đóng gói và giao sản phẩm nhanh,1
"Đóng gói kĩ, chủ shop dễ thương, nail mẫu đẹp",1
Áo mặc đẹp lại thoải mái,1
Vì áo 1 cô hết nên lấy sang 2 cô,1
Shop phục vụ rất tốt.size m mà 47kg bạn k vừa,1
Đóng gói sản phẩm rất đẹp và chắc chắn. áo mới nhưng hơi nặng mùi thuốc tẩy,1
Đv,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, chị chủ shop rất nhiệt tình,dễ thương.❤️",1
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Chất vải mát, dáng ổn nhưng chỉ thừa nhiều quá",1
"Chủ shop cũng dễ thương nữa, đóng gói sản phẩm thì đẹp và chắc khỏi chê",1
Các mác áo đính trực tiếp vào thân áo đều đã bị giựt ra,0
Shop có gọi báo đợi đến tối hàng về đủ giao sọc mình chọn,0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Phom xấu,0
"Mình đặt trắng, be, đen , xanh rêu lại giao thành 2 màu đen",0
Thời gian giao hàng rất nhanh Rất đáng tiền,1
Chất đẹp,1
"Áo đẹp, y hình, giao đúng hẹn,",1
Chất lượng sản phẩm tuyệt vời,1
Chất lượng tốt,1
"Giao hàng nhanh, đóng gói rất cẩn thận",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền,1
"Giao sản phẩm không đúng mẫu, k đúng kiểu,",0
Mình rất thich sp của shop cũng như sự nhiệt tình của shop,1
Không biết mấy hôm nữa cho đi tiêm còn thích nữa không haha,1
"Bị rách mũ, k có dây ở mũ như hình, áo gió 2 lớp",0
Đáng yêu quá trời luôn shop ạ,1
Sản phân rất ưng ýe nhé❤️,1
Quá thất vọng,0
Sp kém,0
Mà vải này rách thì chịu ko may lại đc,0
Phù hợp với giá tiền,1
Hàng ok...xài tốt...xạc nhanh...chất lượng tuyệt vời.,1
Shop phục vụ rất tốt,1
Sản phẩm dùng ok 😊😍😘👑 Bàn phím tiện dụng,1
Rất đáng tiền,1
Moi nhân ma giày da bị bỏng kéo ở mũi giày.vien giày có dãn keo nham nho mấy chỗ.dung là hàng giảm giá,0
Đẹp vừa ý,1
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Đáng đồng tiền Thời gian giao hàng nhanh,1
Thời gian giao hàng quá nhanh Shop phục vụ rất tốt,1
Shop phục vụ rất tốt,1
Quần siêu cute,1
Sản phẩm không giống với ảnh,0
"Áo đẹp, chất mát ❤️❤️❤️",1
Chất liệu ok,1
Shop phục vụ rất tốt,1
Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Móc đẹp,1
Quần của shop em mang vào phòng gym đâyy !,1
Áo quá đẹp,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất nhiệt tình Rất đáng tiền,1
Sai mẫu,0
Chất lượng sản phẩm tốt nhưng có 1 cái thiếu tem mác :)),1
#NAME?,0
Cảm ơn shop rất nhiều,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền áo đẹp, dày dặn, y hình",1
"Áo rẻ và đẹp, áo màu xám hơi cứng hơn so với các áo khác",1
- Sản Phẩm Tuyệt Vời :v Chị Shop Phụ Phụ Rất Tận Tình :v Sẽ Ủng Hộ Dài Dài 😍😍😂😂,1
Rất không đáng tiền,0
"Chất lượng sản phẩm tuyệt vời, Áo như hình, chất đẹp, giao hàng nhanh",1
"Mình rất hài lòng, cảm ơn shop",1
Tất đep sẽ ủng hộ tiếp,1
"Shop tư cấn nhiệt tình, sẽ còn ủng hộ nhiều",1
Rất chi là đáng tiền,1
Thời gian giao hàng quá chậm bên vận chuyển chua hen khach ma bao khach hẹn điêu toa,0
Lần sau mình mua hàng của shop thì không nhầm nữa nhé,1
Nói chung rất là ok.sẽ ủng hộ nữa nha shop,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đẹp sẽ ủng hộ lần nữa,1
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, Rất đáng tiền",1
Giống đồ chơi của e trẻ nhỏ,0
Shop phục vụ rất tốt,1
Áo rất đẹp,1
Rất đáng tiền,1
Đường may hình hơi ẩu,0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Hàng đóng gói chắc chắn rất đẹp,1
"Túi thì ok những chỉ buồn cái là , mình có note là giao 3 cái màu đen mình củng có nt nói , mà shop giao cho mình 3 cái 3 màu khác nhau , nên k vui cho lắm",0
Rất đáng tiền Thời gian giao hàng rất nhanh Áo chất dày dặn mà rẻ,1
Áo forrm to đẹp chất đẹp,1
Chất lượng sản phẩm tuyệt vời,1
Hơi nhỏ,1
"Áo đẹp, phù hợp giá tiền",1
"Thiếu một móc khóa, sách đẹp",1
Giao hàng rất nhanh,1
Size 65-75kg nhưng mình 60kg mặc đã chật,0
San fam ko dat chat luong,0
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh đây là lần thứ 2 mua ở shop rồi lần nào cũng rất ưng ý khỏi chê luôn :>> Kiểu này tiền bay qua shop dài dài :3 ❤,1
Cảm ơn shop,1
"Mọi thứ mình đều ưng ý , từ cách nói chuyện dễ thương của chị Leo, cách gói hàng chỉnh chu và cả món hàng nhận được😄quần legging không mỏng , vải cũng không nóng đâu, lên form đẹp lắm !!",1
áo đẹp nhé các bạn. tuyệt luông,1
"Màu đỏ trên giày là sơn hay gì, nó dính lên",0
chất lượng sản phẩm quá sấu vải thì mỏng nhàu nhĩ ko lên mua,0
"form ko đẹp, ko định hình tốt vòng 1",0
"Biết là giá thấp nhưng là giá sale, biết thế k mua",0
Áo này mặc thích lắm nhe form đẹp mà mặc mát bao thoải mái luôn nè,1
Chất lượng sản phẩm rất kém,0
Hàng Dao khác với hình trên mạng,0
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,1
Nhắn tin nói shop không trả lời,0
Bề ngoài mịn đẹp,1
"Mũ rất xinh ý, len mềm co giãn tốt, đội xinh cực",1
"Ưng ý, vãi đẹp",1
Hơi mỏng,0
Mình rất hài lòng về chất liệu,1
Rất đáng tiền,1
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền,1
Shop giao nhầm size :((,0
"Chất dày dặn, đẹp",1
Giá rất rẻ so với nhìu shop,1
Giao hộp hàng mà khi nhận nát ơi là nát,0
Áo sơ vin lên xinh lắm shop ạ,1
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời,1
Kiềm dầu ổn lắm,1
Chất dày dặn,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,1
Rất đáng tiền Thời gian giao hàng rất nhanh Hàng đẹp mà lại rẻ 👍👍,1
Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh,1
"Áo chữ in không phải thêu, tay ngắn không phải tay lỡ",0
"Chất lượng sản phẩm tuyệt vời, vải mịn",1
"Đóng gói đẹp, chắc chắn",1
"Chất vải OK, phù hợp với giá tiền",1
Cám ơn shop nhé 👌👌👌👌 Tôi sẽ quay trở lại và ủng hộ shop nhiều hơn nữa,1
"shop nhiệt tình, hàng đẹp",1
"Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém, lỗi",0
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Áo đẹp phía giữa ngực bị lỗi hơi phồng phải may lại xíu Rất đáng tiền Chất lượng sản phẩm tuyệt vời,1
"Shop tư vấn nhiệt tình, chu đáo",1
Hợp vs giá tiền,1
"Chất lượng sản phẩm tuyệt vời, áo bao đẹp, chủ shop nhiệt tình dễ thương",1
